DATA_EXIBICAO;TITULO_ORIGINAL;TITULO_BRASIL;CPB_ROE;PAIS_OBRA;REGISTRO_SALA;NOME_SALA;PUBLICO;REGISTRO_GRUPO_EXIBIDOR;REGISTRO_EXIBIDOR;REGISTRO_COMPLEXO;MUNICIPIO_SALA_COMPLEXO;UF_SALA_COMPLEXO;RAZAO_SOCIAL_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA;NR_PROTOCOLO_ENVIO;DATA_HORA_ENVIO_PROTOCOLO
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5003116;KINOPLEX MACEIÓ 05;114;6000037;1991;19334;MACEIÓ;AL;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5001958;KINOPLEX NOVA AMÉRICA SALA 02;133;6000037;1991;2426;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5005567;KINOPLEX NOVA IGUAÇU SALA 06;104;6000037;1991;33119;NOVA IGUAÇU;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5004871;KINOPLEX OSASCO SALA 07;2;6000037;1991;27853;OSASCO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000168;KINOPLEX PARKSHOPPING 5;74;6000037;2364;2415;BRASÍLIA;DF;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5004877;KINOPLEX PRAIA DA COSTA SALA 06;104;6000037;1991;27854;VILA VELHA;ES;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000065;KINOPLEX RIO SUL - SALA KINOEVOLUTIUM 01;69;6000037;1991;2390;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002178;KINOPLEX TIJUCA SALA 04;74;6000037;11751;13416;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002199;KINOPLEX VIA PARQUE 3;23;6000037;1991;13454;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002860;KINOPLEX VILA OLÍMPIA 03;22;6000037;1991;17204;SÃO PAULO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000590;MARKET PLACE 1;51;6000018;1843;908;SÃO PAULO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000228;METRÔ SANTA CRUZ 5;168;6000018;1843;2524;SÃO PAULO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000470;MUELLER 4;111;6000018;1843;2527;CURITIBA;PR;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000767;NEW YORK CITY CENTER - SALA 03;76;6000058;749;2620;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000299;PIER 21 13;44;6000018;1843;2535;BRASÍLIA;DF;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000641;PRAIAMAR 2;126;6000018;1843;906;SANTOS;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002509;REDECINE - VALESUL 3;77;6000037;15263;15264;SÃO JOSÉ DOS CAMPOS;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000750;RIBEIRÃO PRETO - SALA 07;54;6000058;749;2618;RIBEIRÃO PRETO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000754;RIBEIRÃO PRETO - SALA 11;13;6000058;749;2618;RIBEIRÃO PRETO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5004414;SALA 6 ESPLANADA TRADICIONAL;94;6000024;17266;25199;VOTORANTIM;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5004784;SALA CINEMARK BH SHOPPING 5;142;6000018;1843;27468;BELO HORIZONTE;MG;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5004808;SHOPPING BOSQUE DOS IPÊS- SALA 02;41;6000058;749;27590;CAMPO GRANDE;MS;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000586;SHOPPING D 7;137;6000018;1843;907;SÃO PAULO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000315;SHOPPING IGUATEMI 1;72;6000018;1843;2538;CAMPINAS;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000787;SHOPPING JARDIM SUL - SALA 05;23;6000058;749;2621;SÃO PAULO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000250;SHOPPING JARDINS 2;84;6000018;1843;2530;ARACAJU;SE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000285;TAGUATINGA SHOPPING 8;116;6000018;1843;2534;BRASÍLIA;DF;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002367;UCI - INDEPENDÊNCIA - SALA 02;6;6000059;2612;14657;JUIZ DE FORA;MG;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002369;UCI - INDEPENDÊNCIA - SALA 04;17;6000059;2612;14657;JUIZ DE FORA;MG;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002055;UCI - KINOPLEX NORTE SHOPPING - SALA 06;103;6000059;2612;12748;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002371;UCI - SHOPPING CASA FORTE - SALA 04;9;6000059;2612;14658;RECIFE;PE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000737;UCI - SHOPPING CENTER IGUATEMI FORTALEZA - SALA 06;125;6000059;2612;2616;FORTALEZA;CE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000728;UCI - SHOPPING CENTER TACARUNA - SALA 05;12;6000059;2612;2614;RECIFE;PE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5005429;UCI BRASIL - SHOPPING BOSQUE GRÃO PARÁ SALA 04;123;6000058;749;32026;BELÉM;PA;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5004817;UCI BRASIL SHOPPING PARANGABA SALA 05;79;6000058;749;27591;FORTALEZA;CE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5003755;UCI BRASIL SPCG - SALA 07;91;6000058;749;23929;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5004520;UCI ILHA - SALA 02;97;6000059;2612;26215;SÃO LUÍS;MA;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5004804;UCI KINOPLEX DELUX RECIFE SALA 02;15;6000059;2612;27585;RECIFE;PE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5006851;UCI MANAUARA 6;19;6000058;749;51965;MANAUS;AM;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5006862;UCI METROPOLE 6;80;6000058;749;52085;SÃO BERNARDO DO CAMPO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002560;UCI PALLADIUM - SALA 01;93;6000058;749;15486;CURITIBA;PR;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5006742;UCI PARK JACAREPAGUÁ 4;7;6000058;749;50201;RIO DE JANEIRO;RJ;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5005937;UCI PARK SHOPPING CANOAS SALA 06;25;6000058;749;38245;CANOAS;RS;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5006871;UCI PLAZA SUL 6;18;6000058;749;52086;SÃO PAULO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5000720;UCI RIBEIRO - S RECIFE - SALA 07;26;6000059;2612;2613;RECIFE;PE;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;2026 TXT MOA CON IN JAPAN: LIVE VIEWING;E2600145500000;CORÉIA DO SUL;5002357;UCI SANTANA - SALA 04;24;6000058;749;14653;SÃO PAULO;SP;CINECOLOR DO BRASIL LTDA;05.332.959/0001-48;20006574001126;26/05/2026 09:24:50
24/05/2026;KOKUHÔ;KOKUHO - O PREÇO DA PERFEIÇÃO;E2600003700000;JAPAO;5001226;RESERVA CULTURAL 4;12;6000092;2336;6665;SÃO PAULO;SP;SA DISTRIBUIDORA DE CONTEÚDO AUDIOVISUAL LTDA;33.356.343/0001-42;304140611000726;03/06/2026 14:47:59
24/05/2026;O ANO EM QUE O FREVO NÃO FOI PRA RUA;;B2600094400000;BRASIL;5001792;SALADEARTE CINEMAM;5;6000052;5722;5694;SALVADOR;BA;LIRA FILMES PRODUÇÕES LTDA ME;21.054.261/0001-64;212882840001126;30/05/2026 16:04:06
